scientific_name,mass_g
Dromococcyx phasianellus,84.5
Drymocichla incana,10.0
Drymodes beccarii,45.9
Drymodes brunneopygia,33.0
Drymodes superciliaris,45.9
Drymophila caudata,11.9
Drymophila devillei,10.2
Drymophila ferruginea,10.6
Drymophila genei,11.4
Drymophila hellmayri,11.9
Drymophila klagesi,11.9
Drymophila malura,13.0
Drymophila ochropyga,10.5
Drymophila rubricollis,10.0
Drymophila squamata,10.8
Drymophila striaticeps,12.2
Drymornis bridgesii,92.6
Drymotoxeres pucheranii,70.5
Dryobates affinis,34.8
Dryobates albolarvatus,61.1
Dryobates arizonae,40.9
Dryobates borealis,48.0
Dryobates callonotus,26.5
Dryobates cassini,34.6
Dryobates cathpharius,30.7
Dryobates chocoensis,30.0
Dryobates dignus,37.6
Dryobates frontalis,36.7
Dryobates fumigatus,36.2
Dryobates kirkii,28.8
Dryobates lignarius,34.0
Dryobates maculifrons,38.7
Dryobates minor,19.8
Dryobates mixtus,28.7
Dryobates nigriceps,44.0
Dryobates nuttallii,37.4
Dryobates passerinus,32.1
Dryobates pubescens,25.6
Dryobates sanguineus,26.5
Dryobates scalaris,31.6
Dryobates spilogaster,40.3
Dryobates stricklandi,40.9
Dryobates villosus,62.7
Dryocopus hodgei,156.0
Dryocopus javensis,271.4
Dryocopus lineatus,183.2
Dryocopus martius,321.0
Dryocopus pileatus,286.6
Dryocopus schulzii,200.0
Dryolimnas cuvieri,182.4
Dryoscopus angolensis,36.0
Dryoscopus cubla,26.2
Dryoscopus gambensis,31.9
Dryoscopus pringlii,19.7
Dryoscopus sabini,37.1
Dryoscopus senegalensis,29.3
Dryotriorchis spectabilis,697.0
Dubusia castaneoventris,28.0
Dubusia taeniata,37.0
Ducula aenea,545.0
Ducula aurorae,507.2
Ducula badia,486.0
Ducula bakeri,394.0
Ducula basilica,507.2
Ducula bicolor,440.0
Ducula brenchleyi,380.0
Ducula carola,289.0
Ducula chalconota,502.0
Ducula cineracea,507.2
Ducula concinna,804.7
Ducula finschii,343.9
Ducula forsteni,510.0
Ducula galeata,605.0
Ducula goliath,600.0
Ducula lacernulata,150.0
Ducula latrans,365.1
Ducula luctuosa,410.0
Ducula melanochroa,665.0
Ducula mindorensis,507.2
Ducula mullerii,574.9
Ducula myristicivora,535.0
Ducula neglecta,667.0
Ducula nicobarica,545.0
Ducula oceanica,371.5
Ducula pacifica,394.2
Ducula perspicillata,667.0
Ducula pickeringii,377.0
Ducula pinon,756.0
Ducula pistrinaria,515.0
Ducula poliocephala,555.0
Ducula radiata,295.0
Ducula rosacea,385.6
Ducula rubricera,652.0
Ducula rufigaster,436.0
Ducula spilorrhoa,464.0
Ducula subflavescens,440.0
Ducula whartoni,571.2
Ducula zoeae,568.0
Dulus dominicus,48.4
Dumetella carolinensis,35.3
Dumetia atriceps,16.3
Dumetia hyperythra,12.9
Dysithamnus leucostictus,20.2
Dysithamnus mentalis,14.9
Dysithamnus occidentalis,26.4
Dysithamnus plumbeus,20.5
Dysithamnus puncticeps,14.9
Dysithamnus stictothorax,15.5
Dysithamnus striaticeps,12.0
Dysithamnus xanthopterus,16.0
Eclectus roratus,480.8
Edolisoma admiralitatis,60.9
Edolisoma ceramense,47.9
Edolisoma dispar,68.0
Edolisoma dohertyi,68.0
Edolisoma holopolium,48.9
Edolisoma incertum,58.9
Edolisoma melas,59.4
Edolisoma mindanense,58.7
Edolisoma montanum,79.2
Edolisoma morio,58.5
Edolisoma salomonis,60.9
Edolisoma schisticeps,52.8
Edolisoma sula,68.0
Edolisoma tenuirostre,60.9
Egretta ardesiaca,324.0
Egretta caerulea,338.6
Egretta eulophotes,461.8
Egretta garzetta,312.0
Egretta gularis,312.0
Egretta novaehollandiae,558.6
Egretta picata,259.0
Egretta rufescens,614.0
Egretta sacra,502.0
Egretta thula,371.0
Egretta tricolor,372.3
Egretta vinaceigula,288.0
Elachura formosa,5.0
Elaenia albiceps,15.5
Elaenia brachyptera,15.4
Elaenia chiriquensis,15.4
Elaenia cristata,18.2
Elaenia dayi,34.5
Elaenia fallax,14.4
Elaenia flavogaster,24.8
Elaenia frantzii,19.6
Elaenia gigas,31.0
Elaenia martinica,20.8
Elaenia mesoleuca,17.6
Elaenia obscura,23.9
Elaenia olivina,17.8
Elaenia pallatangae,17.8
Elaenia parvirostris,13.8
Elaenia pelzelni,27.3
Elaenia ridleyana,33.0
Elaenia ruficeps,18.7
Elaenia sordida,23.9
Elaenia spectabilis,27.3
Elaenia strepera,19.3
Elanoides forficatus,416.2
Elanus axillaris,270.1
Elanus caeruleus,259.8
Elanus leucurus,346.0
Elanus scriptus,316.0
Elaphrornis palliseri,9.0
Electron carinatum,64.9
Electron platyrhynchum,73.0
Eleoscytalopus indigoticus,16.2
Eleoscytalopus psychopompus,17.8
Eleothreptus anomalus,43.7
Eleothreptus candicans,49.3
Elliotomyia chionogaster,5.0
Elliotomyia viridicauda,6.1
Elminia albicauda,8.3
Elminia albiventris,8.9
Elminia albonotata,9.2
Elminia longicauda,9.9
Elminia nigromitrata,9.0
Elseyornis melanops,33.0
Emarginata schlegelii,23.3
Emarginata sinuata,18.1
Emarginata tractrac,20.8
Emberiza affinis,15.4
Emberiza aureola,19.6
Emberiza bruniceps,24.8
Emberiza buchanani,21.2
Emberiza cabanisi,24.9
Emberiza caesia,19.9
Emberiza calandra,48.5
Emberiza capensis,20.9
Emberiza chrysophrys,18.0
Emberiza cia,23.4
Emberiza cineracea,24.3
Emberiza cioides,21.0
Emberiza cirlus,25.6
Emberiza citrinella,29.7
Emberiza elegans,16.8
Emberiza flaviventris,18.2
Emberiza fucata,19.8
Emberiza godlewskii,19.0
Emberiza goslingi,13.0
Emberiza hortulana,19.9
Emberiza impetuani,15.1
Emberiza jankowskii,22.5
Emberiza koslowi,25.0
Emberiza lathami,21.9
Emberiza leucocephalos,28.5
Emberiza melanocephala,28.3
Emberiza pallasi,14.0
Emberiza poliopleura,15.8
Emberiza pusilla,14.6
Emberiza rustica,20.5
Emberiza rutila,17.5
Emberiza sahari,14.8
Emberiza schoeniclus,18.4
Emberiza siemsseni,20.0
Emberiza socotrana,14.4
Emberiza spodocephala,18.5
Emberiza stewarti,16.0
Emberiza striolata,14.8
Emberiza sulphurata,14.9
Emberiza tahapisi,13.0
Emberiza tristrami,18.0
Emberiza variabilis,23.8
Emberiza vincenti,20.9
Emberiza yessoensis,13.5
Emberizoides duidae,27.6
Emberizoides herbicola,27.6
Emberizoides ypiranganus,20.1
Embernagra longicauda,42.2
Embernagra platensis,45.5
Emblema pictum,10.4
Eminia lepida,20.2
Empidonax affinis,11.3
Empidonax albigularis,9.6
Empidonax alnorum,12.7
Empidonax atriceps,9.0
Empidonax difficilis,10.7
Empidonax flavescens,12.5
Empidonax flaviventris,11.8
Empidonax fulvifrons,7.9
Empidonax hammondii,10.4
Empidonax minimus,10.0
Empidonax oberholseri,10.4
Empidonax occidentalis,11.6
Empidonax traillii,13.4
Empidonax virescens,12.6
Empidonax wrightii,12.3
Empidonomus aurantioatrocristatus,33.0
Empidonomus varius,27.1
Enicognathus ferrugineus,160.0
Enicognathus leptorhynchus,193.0
Enicurus immaculatus,25.5
Enicurus leschenaulti,33.8
Enicurus maculatus,40.4
Enicurus ruficapillus,28.2
Enicurus schistaceus,31.0
Enicurus scouleri,17.8
Enicurus velatus,33.0
Enodes erythrophris,130.0
Ensifera ensifera,11.2
Entomodestes coracinus,56.0
Entomodestes leucotis,61.7
Entomyzon cyanotis,105.3
Eolophus roseicapilla,328.0
Eophona migratoria,46.9
Eophona personata,80.0
Eopsaltria australis,20.2
Eopsaltria flaviventris,13.0
Eopsaltria georgiana,19.1
Eopsaltria griseogularis,19.4
Eopsaltria pulverulenta,19.2
Eos bornea,156.0
Eos cyanogenia,167.0
Eos histrio,204.0
Eos reticulata,153.0
Eos semilarvata,94.5
Eos squamata,91.0
Ephippiorhynchus asiaticus,4100.0
Ephippiorhynchus senegalensis,6158.7
Epimachus fastosus,232.9
Epimachus meyeri,220.5
Epinecrophylla amazonica,8.7
Epinecrophylla erythrura,11.4
Epinecrophylla fulviventris,10.4
Epinecrophylla gutturalis,9.2
Epinecrophylla haematonota,8.7
Epinecrophylla leucophthalma,9.4
Epinecrophylla ornata,9.4
Epinecrophylla spodionota,10.7
Epthianura albifrons,13.3
Epthianura aurifrons,10.5
Epthianura crocea,9.3
Epthianura tricolor,10.7
Eremalauda dunni,20.5
Eremalauda eremodites,20.5
Eremomela atricollis,10.2
Eremomela badiceps,10.6
Eremomela canescens,6.9
Eremomela flavicrissalis,4.5
Eremomela gregalis,6.8
Eremomela icteropygialis,7.5
Eremomela pusilla,6.2
Eremomela salvadorii,7.5
Eremomela scotops,9.0
Eremomela turneri,7.3
Eremomela usticollis,8.4
Eremophila alpestris,33.3
Eremophila bilopha,38.5
Eremopterix australis,14.2
Eremopterix griseus,16.0
Eremopterix hova,18.9
Eremopterix leucopareia,14.5
Eremopterix leucotis,16.4
Eremopterix nigriceps,13.9
Eremopterix signatus,15.7
Eremopterix verticalis,17.0
Eriocnemis aline,4.2
Eriocnemis cupreoventris,5.3
Eriocnemis derbyi,5.5
Eriocnemis glaucopoides,3.7
Eriocnemis godini,5.1
Eriocnemis isabellae,4.5
Eriocnemis luciani,6.0
Eriocnemis mirabilis,5.1
Eriocnemis mosquera,5.3
Eriocnemis nigrivestis,8.5
Eriocnemis vestita,4.5
Erithacus rubecula,17.7
Erpornis zantholeuca,11.8
Erythrocercus holochlorus,6.0
Erythrocercus livingstonei,5.9
Erythrocercus mccallii,7.2
Erythrogenys erythrocnemis,58.2
Erythrogenys erythrogenys,54.9
Erythrogenys gravivox,58.2
Erythrogenys hypoleucos,75.6
Erythrogenys mcclellandi,58.2
Erythrogenys swinhoei,58.2
Erythrogonys cinctus,51.4
Erythropitta arquata,54.0
Erythropitta caeruleitorques,72.4
Erythropitta celebensis,72.4
Erythropitta dohertyi,72.4
Erythropitta erythrogaster,72.4
Erythropitta gazellae,72.4
Erythropitta granatina,61.5
Erythropitta kochi,116.0
Erythropitta macklotii,72.4
Erythropitta meeki,72.4
Erythropitta novaehibernicae,72.4
Erythropitta palliceps,72.4
Erythropitta rubrinucha,72.4
Erythropitta rufiventris,72.4
Erythropitta splendida,72.4
Erythropitta ussheri,55.3
Erythropitta venusta,61.5
Erythrotriorchis buergersi,575.0
Erythrotriorchis radiatus,887.4
Erythrura coloria,11.3
Erythrura cyaneovirens,13.0
Erythrura hyperythra,11.0
Erythrura kleinschmidti,21.0
Erythrura papuana,19.4
Erythrura pealii,12.0
Erythrura prasina,14.7
Erythrura psittacea,11.5
Erythrura regia,13.2
Erythrura trichroa,14.4
Erythrura tricolor,11.0
Erythrura viridifacies,12.6
Esacus magnirostris,1015.9
Esacus recurvirostris,790.0
Estrilda astrild,8.3
Estrilda atricapilla,7.8
Estrilda kandti,8.0
Estrilda melpoda,7.6
Estrilda nigriloris,7.5
Estrilda nonnula,7.7
Estrilda paludicola,7.6
Estrilda poliopareia,7.5
Estrilda rhodopyga,7.7
Estrilda rufibarba,8.5
Estrilda troglodytes,7.6
Eubucco bourcierii,37.0
Eubucco richardsoni,33.9
Eubucco tucinkae,41.7
Eubucco versicolor,32.8
Euchrepomis callinota,7.0
Euchrepomis humeralis,7.3
Euchrepomis sharpei,7.5
Euchrepomis spodioptila,6.5
Eucometis penicillata,27.0
Eudocimus albus,889.7
Eudocimus ruber,660.1
Eudromia elegans,702.9
Eudromia formosa,772.9
Eudynamys melanorhynchus,202.0
Eudynamys orientalis,194.9
Eudynamys scolopaceus,194.9
Eudyptes chrysocome,2327.9
Eudyptes chrysolophus,4485.1
Eudyptes moseleyi,2327.9
Eudyptes pachyrhynchus,3904.9
Eudyptes robustus,3038.0
Eudyptes schlegeli,4242.6
Eudyptes sclateri,5889.0
Eudyptula minor,1107.8
Eugenes fulgens,8.0
Eugenes spectabilis,8.0
Eugerygone rubra,8.4
Eugralla paradoxa,44.0
Eulacestoma nigropectus,20.0
Eulampis holosericeus,5.7
Eulampis jugularis,8.9
Eulidia yarrellii,2.5
Eulipoa wallacei,505.0
Eumomota superciliosa,62.5
Eumyias additus,22.5
Eumyias albicaudatus,16.4
Eumyias indigo,23.1
Eumyias panayensis,20.0
Eumyias sordidus,25.1
Eumyias thalassinus,18.1
Euneornis campestris,16.0
Eunymphicus cornutus,130.0
Eunymphicus uvaeensis,130.0
Euodice cantans,12.0
Euodice malabarica,12.0
Eupetes macrocerus,69.0
Eupetomena cirrochloris,7.7
Eupetomena macroura,9.0
Euphagus carolinus,59.6
Euphagus cyanocephalus,62.5
Eupherusa cyanophrys,4.8
Eupherusa eximia,4.3
Eupherusa nigriventris,3.5
Eupherusa poliocerca,4.8
Eupherusa ridgwayi,3.8
Euphonia affinis,10.0
Euphonia anneae,14.9
Euphonia cayennensis,14.3
Euphonia chalybea,19.0
Euphonia chlorotica,11.0
Euphonia chrysopasta,14.0
Euphonia concinna,10.3
Euphonia finschi,10.5
Euphonia fulvicrissa,11.0
Euphonia godmani,10.0
Euphonia gouldi,14.0
Euphonia hirundinacea,14.0
Euphonia imitans,14.0
Euphonia jamaica,16.6
Euphonia laniirostris,15.0
Euphonia luteicapilla,13.0
Euphonia mesochrysa,13.0
Euphonia minuta,10.0
Euphonia pectoralis,14.4
Euphonia plumbea,8.9
Euphonia rufiventris,14.0
Euphonia saturata,13.3
Euphonia trinitatis,11.0
Euphonia violacea,15.0
Euphonia xanthogaster,13.0
Euplectes afer,14.3
Euplectes albonotatus,21.1
Euplectes ardens,19.0
Euplectes aureus,25.0
Euplectes axillaris,25.1
Euplectes capensis,30.5
Euplectes diadematus,13.9
Euplectes franciscanus,16.0
Euplectes gierowii,28.3
Euplectes hartlaubi,35.5
Euplectes hordeaceus,19.4
Euplectes jacksoni,37.0
Euplectes macroura,21.7
Euplectes nigroventris,12.5
Euplectes orix,23.0
Euplectes progne,35.1
Euplectes psammacromius,35.5
Eupodotis afra,690.0
Eupodotis afraoides,745.0
Eupodotis caerulescens,1366.0
Eupodotis gindiana,782.3
Eupodotis humilis,698.0
Eupodotis rueppelii,1107.0
Eupodotis ruficrista,712.1
Eupodotis savilei,712.1
Eupodotis senegalensis,585.0
Eupodotis vigorsii,1700.0
Eupsittula aurea,84.6
Eupsittula cactorum,82.5
Eupsittula canicularis,85.0
Eupsittula nana,76.9
Eupsittula pertinax,84.0
Euptilotis neoxenus,122.3
Eurillas ansorgei,18.7
Eurillas curvirostris,24.9
Eurillas gracilis,21.6
Eurillas latirostris,26.2
Eurillas virens,26.6
Eurocephalus anguitimens,69.0
Eurocephalus ruppelli,50.6
Eurostopodus archboldi,77.0
Eurostopodus argus,93.4
Eurostopodus diabolicus,104.4
Eurostopodus exul,77.0
Eurostopodus mystacalis,134.5
Eurostopodus nigripennis,134.5
Eurostopodus papuensis,80.5
Euryceros prevostii,96.9
Eurylaimus javanicus,78.2
Eurylaimus ochromalus,33.3
Euryptila subcinnamomea,11.5
Eurypyga helias,210.0
Eurystomus azureus,122.8
Eurystomus glaucurus,110.0
Eurystomus gularis,96.3
Eurystomus orientalis,143.0
Euscarthmus fulviceps,6.8
Euscarthmus meloryphus,6.8
Euscarthmus rufomarginatus,6.0
Euschistospiza cinereovinacea,12.0
Euschistospiza dybowskii,13.4
Eutoxeres aquila,10.6
Eutoxeres condamini,10.8
Eutrichomyias rowleyi,19.0
Eutriorchis astur,700.0
Falcipennis falcipennis,685.6
Falco alopex,273.9
Falco amurensis,141.9
Falco araeus,79.8
Falco ardosiaceus,234.2
Falco berigora,587.0
Falco biarmicus,606.1
Falco cenchroides,170.5
Falco cherrug,961.2
Falco chicquera,208.0
Falco columbarius,188.5
Falco concolor,250.0
Falco cuvierii,182.2
Falco deiroleucus,459.6
Falco dickinsoni,209.0
Falco eleonorae,390.0
Falco fasciinucha,254.7
Falco femoralis,335.8
Falco hypoleucos,457.2
Falco jugger,755.0
Falco longipennis,249.8
Falco mexicanus,713.1
Falco moluccensis,162.0
Falco naumanni,152.1
Falco newtoni,123.4
Falco novaeseelandiae,418.6
Falco peregrinus,760.0
Falco punctatus,167.4
Falco rufigularis,163.6
Falco rupicoloides,261.0
Falco rupicolus,183.2
Falco rusticolus,1431.7
Falco severus,200.6
Falco sparverius,114.6
Falco subbuteo,208.2
Falco subniger,776.0
Falco tinnunculus,183.2
Falco vespertinus,151.5
Falco zoniventris,174.0
Falculea palliata,111.0
Falcunculus frontatus,27.9
Ferminia cerverai,26.0
Ficedula albicilla,10.8
Ficedula albicollis,12.7
Ficedula basilanica,13.5
Ficedula bonthaina,12.1
Ficedula buruensis,14.5
Ficedula crypta,11.5
Ficedula disposita,12.1
Ficedula dumetoria,9.4
Ficedula elisae,13.1
Ficedula erithacus,10.0
Ficedula harterti,12.1
Ficedula henrici,14.5
Ficedula hodgsoni,10.0
Ficedula hyperythra,8.2
Ficedula hypoleuca,13.8
Ficedula luzoniensis,8.2
Ficedula mugimaki,11.7
Ficedula narcissina,13.1
Ficedula nigrorufa,9.4
Ficedula owstoni,13.1
Ficedula parva,10.8
Ficedula platenae,12.1
Ficedula riedeli,9.4
Ficedula ruficauda,13.3
Ficedula rufigula,11.6
Ficedula sapphira,7.8
Ficedula semitorquata,14.4
Ficedula speculigera,13.8
Ficedula strophiata,12.8
Ficedula subrubra,10.4
Ficedula superciliaris,8.0
Ficedula timorensis,12.1
Ficedula tricolor,8.3
Ficedula westermanni,7.8
Ficedula zanthopygia,12.1
Florisuga fusca,8.0
Florisuga mellivora,7.4
Fluvicola albiventer,11.6
Fluvicola nengeta,21.0
Fluvicola pica,12.3
Formicarius analis,62.2
Formicarius colma,47.0
Formicarius moniliger,61.9
Formicarius nigricapillus,56.2
Formicarius rufifrons,55.5
Formicarius rufipectus,74.4
Formicivora acutirostris,10.0
Formicivora erythronotos,10.3
Formicivora grantsaui,10.0
Formicivora grisea,10.4
Formicivora iheringi,8.2
Formicivora littoralis,11.4
Formicivora melanogaster,10.5
Formicivora rufa,10.8
Formicivora serrana,11.4
Forpus coelestis,26.1
Forpus conspicillatus,26.4
Forpus crassirostris,31.0
Forpus cyanopygius,33.5
Forpus modestus,27.2
Forpus passerinus,23.0
Forpus spengeli,31.0
Forpus xanthops,35.0
Forpus xanthopterygius,31.0
Foudia aldabrana,24.5
Foudia eminentissima,24.5
Foudia flavicans,15.3
Foudia madagascariensis,16.6
Foudia omissa,18.9
Foudia rubra,17.7
Foudia sechellarum,17.1
Foulehaio carunculatus,37.0
Foulehaio procerior,37.0
Foulehaio taviunensis,37.0
Francolinus francolinus,452.1
Francolinus pictus,286.8
Francolinus pintadeanus,310.0
Fraseria caerulescens,17.6
Fraseria cinerascens,23.1
Fraseria griseigularis,12.6
Fraseria lendu,17.7
Fraseria ocreata,35.5
Fraseria olivascens,15.4
Fraseria plumbea,12.8
Fraseria tessmanni,17.7
Fratercula arctica,593.0
Fratercula cirrhata,774.4
Fratercula corniculata,536.1
Frederickena fulva,83.0
Frederickena unduliger,83.0
Frederickena viridis,76.0
Fregata andrewsi,1473.1
Fregata aquila,1620.0
Fregata ariel,804.3
Fregata magnificens,1490.5
Fregata minor,1274.7
Fregetta grallaria,50.6
Fregetta maoriana,34.5
Fregetta tropica,52.0
Fringilla coelebs,23.8
Fringilla montifringilla,23.2
Fringilla polatzeki,30.3
Fringilla teydea,30.3
Fulica alai,459.0
Fulica americana,636.7
Fulica ardesiaca,988.0
Fulica armillata,1040.0
Fulica atra,717.1
Fulica cornuta,2110.4
Fulica cristata,826.0
Fulica gigantea,2442.7
Fulica leucoptera,656.0
Fulica rufifrons,644.0
Fulmarus glacialis,611.9
Fulmarus glacialoides,793.4
Fulvetta cinereiceps,10.0
Fulvetta danisi,11.0
Fulvetta formosana,10.0
Fulvetta ludlowi,10.5
Fulvetta manipurensis,10.0
Fulvetta ruficapilla,9.0
Fulvetta striaticollis,13.2
Fulvetta vinipectus,12.0
Furnarius cristatus,25.5
Furnarius figulus,28.0
Furnarius leucopus,54.8
Furnarius minor,25.8
Furnarius rufus,46.4
Furnarius torridus,52.3
Gactornis enarratus,52.8
Galbalcyrhynchus leucotis,46.9
Galbalcyrhynchus purusianus,50.0
Galbula albirostris,22.1
Galbula chalcothorax,23.9
Galbula cyanescens,25.3
Galbula cyanicollis,23.2
Galbula dea,27.4
Galbula galbula,23.0
Galbula leucogastra,15.9
Galbula pastazae,31.8
Galbula ruficauda,26.5
Galbula tombacea,23.2
Galerida cristata,42.7
Galerida deva,19.9
Galerida macrorhyncha,42.7
Galerida magnirostris,41.6
Galerida malabarica,38.2
Galerida modesta,20.2
Galerida theklae,38.2
Gallicolumba crinigera,192.2
Gallicolumba keayi,190.5
Gallicolumba luzonica,196.0
Gallicolumba menagei,196.0
Gallicolumba platenae,196.0
Gallicolumba rufigula,130.0
Gallicolumba tristigmata,275.0
Gallicrex cinerea,390.4
Gallinago andina,109.4
Gallinago delicata,112.9
Gallinago gallinago,112.9
Gallinago hardwickii,151.3
Gallinago imperialis,252.0
Gallinago jamesoni,166.0
Gallinago macrodactyla,216.0
Gallinago magellanica,109.4
Gallinago media,170.0
Gallinago megala,121.0
Gallinago nemoricola,167.7
Gallinago nigripennis,112.0
Gallinago nobilis,192.4
Gallinago paraguaiae,109.4
Gallinago solitaria,140.1
Gallinago stenura,113.0
Gallinago stricklandii,252.0
Gallinago undulata,312.4
Gallinula chloropus,339.6
Gallinula comeri,513.0
Gallinula galeata,339.6
Gallinula silvestris,450.0
Gallinula tenebrosa,530.1
Gallirallus australis,875.7
Gallirallus calayanensis,244.0
Gallirallus castaneoventris,684.5
Gallirallus insignis,353.1
Gallirallus okinawae,433.0
Gallirallus owstoni,226.0
Gallirallus philippensis,205.9
Gallirallus rovianae,353.1
Gallirallus sylvestris,494.4
Gallirallus torquatus,280.0
Gallirallus wallacii,1000.0
Gallirallus woodfordi,553.2
Galloperdix bicalcarata,290.9
Galloperdix lunulata,254.4
Galloperdix spadicea,359.1
Gallus gallus,751.7
Gallus lafayettii,825.0
Gallus sonneratii,840.8
Gallus varius,839.3
Gampsonyx swainsonii,92.9
Gampsorhynchus rufulus,37.0
Gampsorhynchus torquatus,37.0
Garrodia nereis,38.2
Garrulax annamensis,78.8
Garrulax bicolor,123.4
Garrulax canorus,62.8
Garrulax castanotis,97.5
Garrulax ferrarius,131.5
Garrulax leucolophus,123.4
Garrulax maesi,112.5
Garrulax merulinus,78.8
Garrulax milleti,112.5
Garrulax monileger,83.7
Garrulax palliatus,70.0
Garrulax rufifrons,101.5
Garrulax strepitans,131.5
Garrulax taewanus,62.8
